revenue,num_purchases,purchase,ab_group
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
1.99,1.0,1,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
1.99,1.0,1,A
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
2.99,1.0,1,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.25945,1.0,1,C
0.0,0.0,0,A
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,A
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,B
1.002704,1.0,1,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
49.99,1.0,1,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
19.184275,8.0,1,D
0.0,0.0,0,C
0.0,0.0,0,B
22.093757,4.0,1,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
2.77365,1.0,1,B
0.0,0.0,0,C
0.0,0.0,0,C
8.719624000000001,2.0,1,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,C
69.94,6.0,1,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
6.774349000000001,1.0,1,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
11.22002,3.0,1,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,A
4.7056809999999984,1.0,1,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,B
1.468349,1.0,1,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,A
19.99,1.0,1,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
63.32351800000001,4.0,1,C
0.0,0.0,0,B
0.0,0.0,0,C
6.122952,2.0,1,D
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,C
3.931527,1.0,1,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
15.922366,2.0,1,C
3.660531,1.0,1,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,A
29.98,2.0,1,B
0.0,0.0,0,A
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
3.719415,1.0,1,B
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
2.488312,1.0,1,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
2.444084,1.0,1,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
51.904239000000004,6.0,1,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
1.99,1.0,1,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,B
60.249775,1.0,1,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,D
0.0,0.0,0,A
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,A
0.0,0.0,0,D
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,D
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,B
0.0,0.0,0,C
0.0,0.0,0,B
